"sep=;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;subtitle;featuredItem;headerImage;headerHeight;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@icon;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
gautam-srinivasan;Gautam Srinivasan;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/580587419277389825/PJYt3tS__400x400.jpg;world|journalism|journalist;singapore;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-google-plus;http://twitter.com/GautamS|https://sg.linkedin.com/in/gautamsrinivasan|https://plus.google.com/u//199265721559145665;1;;;0;;;
abhaya-srivastava;Abhaya Srivastava;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/753513135005396993/0s-Lr9iG_400x400.jpg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/abhaya_sri;1;;;0;;;
katie-stallard;Katie Stallard;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/756386149396914176/cTiiS5Im_400x400.jpg;world|journalism|journalist;china|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/skystallard|https://linkedin.com/pub/katie-stallard/43/572/736;1;;;0;;;
zack-stanton;Zack Stanton;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/863692/snapchat-1586320918122019463-02.jpeg.256x256_q100_crop-smart.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-foursquare;http://twitter.com/zackstanton|https://facebook.com/zackstanton|https://linkedin.com/in/zstanton|https://foursquare.com/user/177497;1;;;0;;;
anneclaire-stapleton;AnneClaire Stapleton;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/92814/_aMggFKp.jpeg.256x256_q100_crop-smart.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/AnneClaireCNN|https://linkedin.com/pub/anneclaire-stapleton/a/38a/8b9;1;;;0;;;
carla-stea;Carla Stea;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
wendell-steavenson;Wendell Steavenson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/530423259469058049/eL_yLJAQ_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/Wendell23;1;;;0;;;
peter-stebbings;Peter Stebbings;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/480465768086122496/otXA8RYr_400x400.jpeg;world|journalism|journalist;metro-dc|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/pstebbings|https://linkedin.com/pub/peter-stebbings/62/773/b49;1;;;0;;;
ron-steele;Ron Steele;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/583204263/Ronnie_400x400.JPG;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/ronsteelekwwl;1;;;0;;;
peter-stefanovic;Peter Stefanovic;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/744440130610487300/1foJgvH8_400x400.jpg;world|journalism|journalist;africa|australia|middle-east|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/peterstefanovic;1;;;0;;;
toby-sterling;Toby Sterling;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/736180900438904833/YlSWs2Qu_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus|fa-tumblr;http://twitter.com/lbsterling|http://facebook.com/lbsterling|http://nl.linkedin.com/in/tobysterling/|http://flickr.com/photos/tobysterling/|https://plus.google.com/17974453377543165562/posts|http://lbsterling.tumblr.com/;1;;;0;;;
christina-stevens;Christina Stevens;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1330057106/image_400x400.jpg;world|journalism|journalist;canada;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/StevensGlobal|https://linkedin.com/pub/christina-stevens/16/997/452;1;;;0;;;
richard-stevenson;Richard Stevenson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1228471491/17stevenson-190_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|;http://twitter.com/dickstevenson|https://facebook.com/dick.stevenson.73;1;;;0;;;
kary-stewart;Kary Stewart;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/493860041858879488/DcJrX36U_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-youtube|fa-foursquare;http://twitter.com/karyignite|https://facebook.com/karyignite|https://linkedin.com/in/karystewart|https://flickr.com/people/ignitecreativetv|https://youtube.com/user/ignitecreativetv|https://foursquare.com/user/137619;1;;;0;;;
matt-stiles;Matt Stiles;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/689094506583601152/XmKNcnLf_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus|fa-youtube;http://twitter.com/stiles|http://facebook.com/mattstiles|https://linkedin.com/in/matthustiles|https://flickr.com/people/53875727@N|https://plus.google.com/u//1773433648318379/posts|http://youtube.com/mattstiles;1;;;0;;;
joanne-stocker;Joanne Stocker;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/710947813262163968/AEuef9SY_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-instragram;http://twitter.com/joanne_stocker|https://linkedin.com/in/joannestocker|https://instagram.com/joannestocker/;1;;;0;;;
mark-stone;Mark Stone;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/761488161574907907/pWPgD-qL_400x400.jpg;world|journalism|journalist;china|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/Stone_SkyNews|https://uk.linkedin.com/pub/mark-stone/29/45/b9;1;;;0;;;
kristie-stout;Kristie Stout;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/415031555048763392/-D_O5Cta_400x400.jpeg;world|journalism|journalist;china;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus|fa-foursquare;http://twitter.com/klustout|https://facebook.com/KristieLuStout|https://linkedin.com/in/kristielustout|https://flickr.com/people/8253281@N|https://plus.google.com/1927733493995415|https://foursquare.com/user/197689;1;;;0;;;
jack-stubbs;Jack Stubbs;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/436519762105872385/F96w7XuG_400x400.jpeg;world|journalism|journalist;russia;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/jc_stubbs|https://linkedin.com/pub/jack-stubbs/71/116/449;1;;;0;;;
tim-sullivan-2;Tim Sullivan;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2751025208/0cb5d7c91b95ab7552522f1ec5442d66_400x400.jpeg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/ByTimSullivan|https://linkedin.com/pub/tim-sullivan/34/54b/652;1;;;0;;;
andrew-sussman;Andrew Sussman;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/728666807872196608/8nfWdBG2_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus;http://twitter.com/apsuss|https://facebook.com/apsussman|https://linkedin.com/in/andrew-sussman-6435a354|https://plus.google.com/u//1163568165739367861;1;;;0;;;
tako-svanidze;Tako Svanidze;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/643439315998101504/8FUOqWpB_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-foursquare;http://twitter.com/takosvanidze|https://facebook.com/tako.svanidze.9|https://foursquare.com/user/77747;1;;;0;;;
natalie-swaby;Natalie Swaby;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/588579748273491969/JMA40lnK_400x400.jpg;world|journalism|journalist;united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin;http://twitter.com/NSwabyKing5|https://facebook.com/NatalieSwaby/|https://linkedin.com/in/swaby-natalie-8b34675a;1;;;0;;;
brent-swails;Brent Swails;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/448083138158551040/l-M5R1Ok_400x400.jpeg;world|journalism|journalist;africa|south-africa;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/BrentSwailsCNN|https://linkedin.com/in/brent-swails-a97bb17a;1;;;0;;;
manish-swarup;Manish Swarup;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1368169158/MANISH002_400x400.jpg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/ManishSwarup|https://linkedin.com/in/manish-swarup-97b75b48;1;;;0;;;
jason-szep;Jason Szep;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/616062329290145792/ndElpnIC_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/jasonszep|https://linkedin.com/in/jason-szep-b135a864;1;;;0;;;
ryohei-takagi;Ryohei Takagi;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
rina-takahashi;Rina Takahashi;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
eric-talmadge;Eric Talmadge;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/418569517862617088/HZ33SCQJ_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/EricTalmadge|https://linkedin.com/pub/eric-talmadge/4/119/114;1;;;0;;;
liling-tan;Liling Tan;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/687362690415726592/xGgJZAhM_400x400.jpg;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/LilingTan;1;;;0;;;
didi-tang;Didi Tang;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/622343403125231616/zoD7nTCv_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/tangdidi|https://linkedin.com/pub/didi-tang/21/578/31b;1;;;0;;;
xiaoxue-tao;Xiaoxue Tao;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
andr??s-tapia;Andr??s Tapia;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/472203139467067393/AIjL9Nfv_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/Andres_M_Tapia|https://mx.linkedin.com/in/andr??s-tapia-4211669;1;;;0;;;
noga-tarnopolsky;Noga Tarnopolsky;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/569056691480584192/nQtRals0_400x400.jpeg;world|journalism|journalist;israel;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/NTarnopolsky|https://facebook.com/noga.tarno|https://il.linkedin.com/in/nogatarnopolsky;1;;;0;;;
syed-tashfin-chowdhury;Syed Tashfin Chowdhury;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2728472454/372b34edd444fe760b8c37adbe59f17c_400x400.jpeg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/Tashfinster;1;;;0;;;
simon-james-tate;Simon James Tate;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
chan-tau-chou;Chan Tau Chou;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000118227409/043d05beebe600d53dd4053819ac7e52_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-youtube;http://twitter.com/tauism11|https://facebook.com/11East|https://linkedin.com/in/chan-tau-chou-tc-7921192|https://youtube.com/user/chantc75;1;;;0;;;
amanda-taub;Amanda Taub;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/432647026761674752/b3tscrAX_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/amandataub|https://linkedin.com/in/amanda-taub-5a96a26;1;;;0;;;
ben-taub;Ben Taub;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/745347869704585216/YFk9MXdS_400x400.jpg;world|journalism|journalist;middle-east;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/bentaub91|https://linkedin.com/in/ben-taub-1b448136;1;;;0;;;
mohammed-tawfeeq;Mohammed Tawfeeq;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/766528305562464256/_-pAg7P8_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/mtawfeeqCNN|https://linkedin.com/pub/mohammed-tawfeeq/7/692/432;1;;;0;;;
jerome-taylor;Jerome Taylor;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1172913142/75022_459002774482_518294482_5154356_7454106_n_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/JeromeTaylor|https://linkedin.com/pub/jerome-barty-taylor/63/28/931;1;;;0;;;
joyce-taylor;Joyce Taylor;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/698587725364989952/8TF__HRJ_400x400.jpg;world|journalism|journalist;metro-seattle|united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin;http://twitter.com/JoyceTaylorKING|https://facebook.com/JoyceTaylorJournalist/home|https://linkedin.com/in/joyce-taylor-aa832718;1;;;0;;;
lin-taylor;Lin Taylor;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/669947108116533252/qdTpVGO8_400x400.png;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-instragram|fa-foursquare;http://twitter.com/linnytayls|https://facebook.com/lintaylornews/|https://uk.linkedin.com/in/lintaylor|https://instagram.com/lintaylornews/|https://foursquare.com/user/16397;1;;;0;;;
michael-taylor;Michael Taylor;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/638593706929467392/fAsPh0r3_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/MickSTaylor|https://facebook.com/profile.php?id=1348519668|https://linkedin.com/pub/michael-taylor/39/3b6/53;1;;;0;;;
paul-taylor-6;Paul Taylor;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/656686766/Paul_400x400.jpg;world|journalism|journalist;france;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/ReutersAyataylo;1;;;0;;;
matthew-teague;Matthew Teague;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/657653088690524160/u4G8US4Q_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/MatthewTeague|https://facebook.com/mtteague|https://linkedin.com/pub/matt-teague/18/6ab/bb5;1;;;0;;;
orlando-ochoa-teran;Orlando Ochoa Teran;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
mizuno-tetsuya;Mizuno Tetsuya;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
suranjana-tewari;Suranjana Tewari;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/82797/suranjana-tewarijpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-youtube;http://twitter.com/suranjanasays|https://linkedin.com/pub/suranjana-tewari/13/684/1|https://youtube.com/channel/UC2H1QSGeDmu8jW6m7TWJPg;1;;;0;;;
vinay-tewari;Vinay Tewari;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/770694185452204032/Hjcu0ZB9_400x400.jpg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/vintew|https://in.linkedin.com/pub/vinay-tewari/6/41/5a8;1;;;0;;;
purvi-thacker;Purvi Thacker;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/73218/1002034_10101744471641668_1523548957_njpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-foursquare;http://twitter.com/purvi21|https://facebook.com/purvi.thacker|https://linkedin.com/in/purvithacker|http://flickr.com/people/purvi-thacker/|https://foursquare.com/user/145794;1;;;0;;;
min-kyi-thein;Min Kyi Thein;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
dorothee-thiesing;Dorothee Thiesing;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3653987041/7088ac0a08ed7cb260e168dd0fcfc10b_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/dthiesing;1;;;0;;;
philippa-thomas;Philippa Thomas;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/694044051365105664/Es2wJb3K_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/PhilippaBBC|https://linkedin.com/in/bbcphilippat;1;;;0;;;
connie-thompson;Connie Thompson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1338996134/new_socMED_pic_400x400.JPG;world|journalism|journalist;metro-seattle|united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/ConnieKOMO|https://facebook.com/ConnieThompsonKOMONews|https://linkedin.com/in/connie-thompson-b592bb;1;;;0;;;
nevin-thompson;Nevin Thompson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/767863451234426880/XdiKEDEk_400x400.jpg;world|journalism|journalist;japan;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus;http://twitter.com/Nevin_Thompson|https://facebook.com/cnevinthompson|https://ca.linkedin.com/in/nevinthompson|https://plus.google.com/+NevinThompson;1;;;0;;;
nick-thompson;Nick Thompson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/766225038802558976/Oa7AREF3_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/nickthompson|https://linkedin.com/in/nick-thompson-33424723;1;;;0;;;
derek-thomson;Derek Thomson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/772091753340043264/QTN52vMm_400x400.jpg;world|journalism|journalist;france;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/derekthomson;1;;;0;;;
ian-timberlake;Ian Timberlake;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/527127185182576642/FUg6MtyX_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/IanTimberlake1|https://linkedin.com/pub/ian-timberlake/42/968/a9;1;;;0;;;
rosie-tomkins;Rosie Tomkins;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000594431661/b29d6147e1619ca0edf64bbc569c915a_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/RosieTomkinsCNN|https://uk.linkedin.com/pub/rosie-tomkins-rosietomkinscnn/3b/759/b5;1;;;0;;;
jamie-tompkins;Jamie Tompkins;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/737164497475895299/s2JcpUOp_400x400.jpg;world|journalism|journalist;metro-seattle|united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-instragram|fa-youtube|fa-facebook;http://twitter.com/JamieQ13FOX|https://facebook.com/JamieTompkinsNews/|https://linkedin.com/in/jamie-tompkins-b51a85|https://instagram.com/jamietompkinsnews/|https://youtube.com/channel/UCxe7Pl5IKy6IrhE5yP-f7lQ|http://facebook.com/jamietompkinsnews;1;;;0;;;
traci-tong;Traci Tong;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2597433525/image_400x400.jpg;world|journalism|journalist;metro-boston|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/TraciTong|https://linkedin.com/in/traci-tong-359b144;1;;;0;;;
theodora-tongas;Theodora Tongas;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/431061239859384321/XPbxeubq_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/theodoratongas|https://linkedin.com/pub/theodora-tongas/2a/882/b2;1;;;0;;;
claudia-torrens;Claudia Torrens;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1383566664/ESTA_ES_LA_FOTO_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/ClaudiaTorrens|https://linkedin.com/in/claudiatorrens;1;;;0;;;
daniel-trotta;Daniel Trotta;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/613116202710241280/1sQ84nK8_400x400.png;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/danieljtrotta;1;;;0;;;
jonathan-turley;Jonathan Turley;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/559906187/turley_jonathan_400x400.jpg;world|journalism|journalist;metro-dc|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|;http://twitter.com/JonathanTurley|https://facebook.com/jonathan.turley.35;1;;;0;;;
